,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2168,34,blue-collar,married,basic.6y,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
2169,21,student,single,high.school,0,0,0,0,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,1
2171,31,admin.,married,high.school,0,0,0,1,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
2172,37,admin.,single,professional.course,0,0,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
2173,37,technician,married,university.degree,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2174,30,blue-collar,married,basic.9y,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2175,47,technician,divorced,professional.course,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2176,41,admin.,divorced,high.school,0,0,0,1,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2177,33,technician,married,professional.course,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
2178,57,technician,married,professional.course,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
2179,29,services,single,university.degree,0,0,0,1,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
2180,33,admin.,divorced,university.degree,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
2181,40,admin.,divorced,professional.course,0,1,1,0,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2183,27,admin.,single,basic.9y,0,1,1,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
2184,41,management,married,university.degree,0,0,0,1,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2186,28,blue-collar,married,basic.9y,0,0,1,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
2187,55,admin.,divorced,high.school,0,1,0,0,aug,tue,2,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,1
2188,54,self-employed,married,university.degree,0,0,0,0,oct,thu,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0
2189,56,management,divorced,university.degree,0,0,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2191,40,technician,married,high.school,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2192,49,management,married,university.degree,0,0,0,0,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
2193,30,admin.,single,university.degree,0,0,0,0,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2194,29,student,single,professional.course,0,0,0,1,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
2195,31,admin.,single,university.degree,0,0,1,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2196,30,admin.,married,high.school,0,0,0,0,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
2197,34,admin.,divorced,university.degree,0,1,0,0,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2198,44,entrepreneur,divorced,basic.4y,0,0,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2199,32,technician,single,university.degree,0,0,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
2200,38,housemaid,divorced,university.degree,0,0,0,0,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,1
2201,37,self-employed,married,university.degree,0,1,0,0,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
2202,29,technician,married,university.degree,0,0,0,0,jul,thu,23,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
2203,30,admin.,single,university.degree,0,1,0,0,aug,mon,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2204,54,management,married,university.degree,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
2205,43,blue-collar,married,basic.9y,0,1,1,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
2206,33,admin.,married,university.degree,0,0,0,1,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2208,57,retired,married,professional.course,0,1,0,0,nov,thu,6,999,0,nonexistent,-1.1,94.767,-50.8,1.031,4963.6,0
2209,29,admin.,married,university.degree,0,1,0,0,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2211,48,blue-collar,married,basic.9y,0,1,0,0,may,tue,1,3,3,success,-1.8,93.876,-40,0.668,5008.7,1
2212,30,blue-collar,married,basic.9y,0,1,1,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
2213,45,admin.,married,university.degree,0,1,0,0,sep,fri,1,999,2,failure,-3.4,92.379,-29.8,0.741,5017.5,0
2214,42,blue-collar,married,basic.6y,0,1,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
2215,31,admin.,single,high.school,0,0,0,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2218,58,admin.,married,university.degree,0,1,0,1,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,0
2219,32,services,married,high.school,0,0,1,0,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
2220,31,unemployed,married,university.degree,0,0,0,0,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2221,53,blue-collar,married,basic.4y,0,0,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2222,53,admin.,married,basic.9y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
2223,32,housemaid,married,university.degree,0,1,1,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2225,43,unemployed,married,basic.9y,0,1,0,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
2230,30,self-employed,married,university.degree,0,1,0,1,jul,thu,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2231,31,technician,married,professional.course,0,0,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
2233,38,technician,married,professional.course,0,1,1,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2234,37,admin.,single,university.degree,0,0,1,0,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
2237,50,technician,divorced,professional.course,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2238,34,admin.,single,high.school,0,0,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2239,45,admin.,married,basic.6y,0,0,1,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2242,34,management,married,high.school,0,1,0,0,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
2243,31,blue-collar,divorced,high.school,0,1,0,0,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
2244,27,student,single,university.degree,0,1,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
2245,35,blue-collar,married,basic.6y,0,1,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2246,50,technician,married,university.degree,0,0,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2247,53,management,married,university.degree,0,1,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
2248,27,blue-collar,married,basic.4y,0,1,0,0,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
2249,57,housemaid,married,university.degree,0,0,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2252,49,housemaid,married,professional.course,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
2253,32,management,married,high.school,0,0,1,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2254,34,unemployed,married,basic.9y,0,1,0,0,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
2255,25,self-employed,single,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2258,29,admin.,single,university.degree,0,0,0,1,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
2261,39,housemaid,married,basic.4y,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2262,40,admin.,divorced,high.school,0,1,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
2263,27,services,single,university.degree,0,1,0,0,mar,mon,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,1
2264,55,unemployed,married,basic.9y,0,1,0,0,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0
2265,32,services,married,high.school,0,0,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2266,54,admin.,married,professional.course,0,1,0,0,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2268,43,technician,divorced,professional.course,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
2269,41,blue-collar,divorced,basic.4y,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
2270,26,admin.,married,high.school,0,0,1,0,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,0
2271,52,technician,married,professional.course,0,1,1,0,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2272,44,admin.,married,university.degree,0,0,0,0,aug,wed,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,0
2275,44,admin.,married,university.degree,0,0,0,0,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
2276,27,admin.,single,basic.6y,0,1,0,1,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
2277,28,management,married,university.degree,0,0,0,1,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
2278,47,housemaid,married,university.degree,0,1,0,0,aug,mon,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,1
2279,34,services,married,high.school,0,1,0,0,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
2281,34,blue-collar,married,basic.9y,0,1,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
2282,25,admin.,single,university.degree,0,0,0,1,aug,tue,3,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,0
2283,31,technician,single,professional.course,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2285,50,management,married,university.degree,0,0,0,0,sep,thu,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,0
2286,22,blue-collar,single,basic.9y,0,0,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
2289,34,technician,married,professional.course,0,1,0,0,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2290,50,blue-collar,married,basic.4y,0,1,1,1,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
2291,25,student,single,high.school,0,1,0,0,jul,tue,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,0
2292,51,entrepreneur,divorced,university.degree,0,1,0,1,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
2294,59,management,married,university.degree,0,1,0,0,dec,thu,3,6,1,success,-3,92.713,-33,0.7,5023.5,0
2296,40,blue-collar,married,basic.4y,0,0,0,0,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
2297,26,technician,single,professional.course,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2298,32,admin.,married,high.school,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
2299,33,management,single,university.degree,0,1,1,0,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,1
2301,32,student,single,university.degree,0,1,0,1,jun,wed,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
2303,31,technician,single,university.degree,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,1
2304,38,blue-collar,married,basic.9y,0,0,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
2305,30,student,single,high.school,0,0,0,0,aug,tue,3,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,1
2306,32,services,married,high.school,0,1,0,1,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,1
2307,44,blue-collar,married,basic.9y,0,0,0,0,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
2308,35,admin.,single,university.degree,0,1,0,0,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2311,41,blue-collar,married,basic.9y,0,1,1,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
2312,65,housemaid,married,basic.4y,0,0,0,0,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0
2313,43,services,divorced,high.school,0,0,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2314,40,blue-collar,married,professional.course,0,0,1,0,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
2315,30,admin.,married,university.degree,0,0,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
2316,66,retired,divorced,high.school,0,0,0,0,jul,wed,1,999,1,failure,-1.7,94.215,-40.3,0.896,4991.6,0
2317,44,services,single,high.school,0,0,0,1,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,0
2318,35,admin.,married,high.school,0,1,1,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
2320,26,blue-collar,single,basic.6y,0,0,0,1,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2321,39,unemployed,married,university.degree,0,1,0,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
2323,35,technician,single,professional.course,0,1,0,0,nov,thu,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1
2324,42,housemaid,married,university.degree,0,0,0,0,nov,mon,4,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
2325,36,admin.,single,university.degree,0,0,0,0,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,0
2326,46,admin.,single,university.degree,0,0,1,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
2327,35,self-employed,married,university.degree,0,1,0,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2328,24,admin.,single,high.school,0,1,0,0,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
2329,50,technician,married,university.degree,0,1,0,0,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2330,36,admin.,single,university.degree,0,0,0,0,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
2331,39,technician,single,professional.course,0,0,0,1,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
2333,42,blue-collar,married,basic.4y,0,0,0,1,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2334,31,blue-collar,single,university.degree,0,0,0,0,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
2336,25,blue-collar,married,basic.4y,0,0,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
2337,58,blue-collar,married,basic.4y,0,1,0,1,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2338,33,self-employed,married,university.degree,0,0,0,1,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2341,49,blue-collar,divorced,basic.6y,0,0,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2343,52,services,married,university.degree,0,0,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
2344,26,blue-collar,married,basic.9y,0,0,0,0,may,wed,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0
2346,43,technician,married,university.degree,0,1,0,0,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2347,26,housemaid,married,basic.4y,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
2348,34,blue-collar,married,basic.6y,0,1,0,0,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
2349,24,services,single,high.school,0,0,0,1,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
2350,33,self-employed,single,university.degree,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2353,32,admin.,divorced,university.degree,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2355,26,admin.,single,university.degree,0,0,0,1,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2356,56,retired,married,basic.4y,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2357,38,blue-collar,married,basic.6y,0,0,0,1,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
2358,37,admin.,married,high.school,0,1,0,1,nov,fri,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0
2359,22,blue-collar,single,basic.9y,0,1,1,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
2360,50,blue-collar,married,basic.9y,0,0,0,1,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2361,34,blue-collar,married,basic.9y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
2362,35,technician,single,university.degree,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
2364,25,admin.,married,high.school,0,0,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2365,39,blue-collar,single,basic.4y,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
2366,52,technician,married,professional.course,0,1,1,0,sep,mon,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,1
2367,48,technician,married,university.degree,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2369,30,technician,single,professional.course,0,1,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2370,32,management,married,high.school,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2371,52,unemployed,married,university.degree,0,0,0,0,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
2372,44,blue-collar,single,professional.course,0,0,0,0,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0
2373,29,admin.,single,university.degree,0,1,1,0,aug,thu,3,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,1
2374,41,admin.,married,university.degree,0,0,0,0,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2375,26,technician,married,high.school,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
2376,32,admin.,single,university.degree,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
2377,31,admin.,single,university.degree,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2381,23,blue-collar,single,professional.course,0,1,0,0,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
2382,50,technician,married,professional.course,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
2383,29,admin.,married,university.degree,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
2384,31,admin.,single,university.degree,0,1,1,0,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
2385,48,housemaid,married,basic.4y,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2387,24,technician,divorced,professional.course,0,0,0,0,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
2388,35,technician,married,high.school,0,0,0,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
2390,37,admin.,married,high.school,0,0,0,0,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
2391,33,admin.,married,university.degree,0,1,0,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2392,58,management,married,university.degree,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2393,54,retired,married,basic.9y,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2394,54,technician,married,professional.course,0,1,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
2395,39,technician,single,professional.course,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2397,34,blue-collar,divorced,basic.4y,0,0,0,0,apr,fri,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
2399,30,admin.,single,high.school,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2400,59,retired,married,professional.course,0,1,0,1,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2402,25,admin.,married,high.school,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
2403,47,admin.,divorced,high.school,0,1,0,0,sep,tue,1,999,1,failure,-3.4,92.379,-29.8,0.755,5017.5,0
2404,32,admin.,married,university.degree,0,0,1,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2405,30,blue-collar,married,basic.6y,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2406,24,technician,single,university.degree,0,0,0,0,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
2407,58,entrepreneur,married,high.school,0,0,0,0,sep,mon,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,0
2408,44,management,married,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
2409,36,admin.,married,university.degree,0,1,1,0,sep,tue,2,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,0
2410,33,self-employed,divorced,basic.9y,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
2411,31,blue-collar,single,high.school,0,0,0,0,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
2413,35,management,married,university.degree,0,1,0,0,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
2414,29,blue-collar,married,basic.9y,0,0,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
2415,58,management,married,university.degree,0,1,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
2416,43,blue-collar,married,basic.4y,0,1,0,1,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2419,38,entrepreneur,married,basic.9y,0,1,0,0,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
2420,36,technician,single,professional.course,0,0,0,0,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
2421,56,retired,married,professional.course,0,0,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2422,32,admin.,married,university.degree,0,0,0,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
2423,48,blue-collar,married,basic.9y,0,1,0,1,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2424,31,technician,married,university.degree,0,0,0,1,nov,mon,4,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0
2428,41,blue-collar,married,basic.4y,0,1,0,0,may,tue,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,0
2429,51,management,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2430,26,admin.,single,high.school,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
2431,34,admin.,single,university.degree,0,0,0,0,sep,fri,3,3,2,success,-3.4,92.379,-29.8,0.773,5017.5,1
2434,26,blue-collar,married,basic.9y,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2437,39,technician,married,high.school,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2439,52,retired,divorced,professional.course,0,0,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
2440,57,self-employed,married,university.degree,0,0,1,0,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
2441,38,housemaid,married,university.degree,0,0,0,1,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
2442,31,admin.,married,high.school,0,0,0,0,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
